1,1,-5,-1,5,1,2,1,-5,1,6,2,34,2,0,0,6,1,11,2,-15,-1,55,1,34,2,0,0,6,0,cluster2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
1,1,-5,-1,5,1,34,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster5
1,1,-5,-1,5,1,3,1,0,0,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster5
1,1,-5,-1,5,1,5,1,-5,1,6,2,34,2,0,0,6,1,3,1,0,0,6,1,6,1,-4,10,6,1,cluster2
5,1,-5,-1,5,2,34,2,0,0,6,1,3,1,0,0,6,1,6,1,-4,10,6,1,4,1,0,0,6,0,cluster2
5,1,-2,-1,5,2,34,2,0,0,6,1,34,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster7
1,1,-2,-1,5,1,3,1,0,0,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster5
11,2,-24,-1,57,1,6,1,-4,1,6,1,3,1,0,0,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster5
1,1,-2,-1,5,1,3,1,0,0,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster5
5,1,-2,-1,5,2,4,1,0,0,6,1,34,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster7
5,1,-2,-1,5,2,34,2,0,0,6,1,34,2,0,0,6,1,6,1,-4,192,6,1,4,1,0,0,6,0,cluster2
34,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
5,1,-2,-1,5,2,34,2,0,0,5,1,3,1,0,0,5,1,1,1,-2,-1,5,1,6,1,-4,192,6,1,cluster2
5,1,-2,-1,5,2,34,2,0,0,5,1,34,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster7
5,1,-2,-1,5,2,34,2,0,0,6,1,34,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster7
5,1,-2,-1,5,2,34,2,0,0,6,1,3,1,0,0,6,1,6,1,-4,192,6,1,4,1,0,0,6,0,cluster2
5,1,-2,-1,5,2,4,1,0,0,5,1,1,1,-2,-1,5,1,6,1,-4,100.1,6,1,6,1,-4,100.1,6,1,cluster2
111,3,-222,-1,555,1,5,1,-2,1,6,2,4,1,0,0,6,1,6,1,-4,100.15,6,1,6,1,-4,100.15,6,1,cluster2
1,1,-5,-1,5,1,1,1,-4,-1,7,1,6,1,-4,1,6,1,6,1,-4,100.1875,6,1,34,2,0,0,6,0,cluster2
11,2,-54,-1,57,1,6,1,-4,1,6,1,6,1,-4,100.1875,6,1,34,2,0,0,6,0,0,0,0,0,0,0,cluster3
1,1,-1,-1,5,1,6,1,-4,100.1875,6,1,3,1,0,0,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,1,1,-5,-1,5,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster3
11,2,-25,-1,55,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
11,2,-25,-1,55,1,3,1,0,0,6,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster3
1,1,-2,-1,5,1,1,1,-5,-1,5,1,1,1,-4,-1,7,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,cluster2
1,1,-2,-1,5,1,1,1,-5,-1,5,1,6,1,-4,100.19375,7,1,4,1,0,0,7,0,0,0,0,0,0,0,cluster3
111,3,-254,-1,557,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
111,3,-254,-1,557,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
1,1,-2,-1,5,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
11,2,-22,-1,55,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
11,2,-22,-1,55,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
11,2,-22,-1,55,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
11,2,-22,-1,55,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
11,2,-52,-1,55,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
11,2,-22,-1,55,1,6,1,-4,100.196875,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
11,2,-25,-1,55,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,6,1,-4,100.19375,6,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,6,1,-4,100.196875,6,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,6,1,-4,100.196875,6,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
11,2,-22,-1,55,1,6,1,-4,100.196875,6,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
5,1,-2,-1,5,2,6,1,-4,100.196875,6,2,4,1,0,0,6,1,6,1,-4,10,6,1,4,1,0,0,6,0,cluster2
11,2,-52,-1,55,1,6,1,-4,100.19375,6,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
11,2,-52,-1,55,1,6,1,-4,100.196875,6,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
5,1,-2,-1,5,2,34,2,0,0,6,1,3,1,0,0,6,1,6,1,-4,100.199219,6,1,4,1,0,0,6,0,cluster2
1,1,-2,-1,5,1,6,1,-4,100.19375,6,1,6,1,-4,100.199609,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
11,2,-22,-1,55,1,6,1,-4,100.19375,6,1,6,1,-4,100.199609,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,6,1,-4,100.196875,6,1,6,1,-4,100.199609,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,6,1,-4,100.199805,6,1,6,1,-4,100.199609,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,6,1,-4,100.199902,6,1,6,1,-4,100.199609,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
11,2,-25,-1,55,1,6,1,-4,100.196875,6,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
1,1,-5,-1,5,1,6,1,-4,100.199219,6,1,6,1,-4,100.19375,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
11,2,-52,-1,55,1,6,1,-4,100.19375,6,1,34,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,6,1,-4,100.199609,6,1,6,1,-4,100.199219,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
5,1,-2,-1,5,2,4,1,0,0,5,1,1,1,-2,-1,5,1,6,1,-4,100.199951,6,1,6,1,-4,100.199951,6,1,cluster2
1,1,-2,-1,5,1,6,1,-4,100.199805,6,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
1,1,-2,-1,5,1,6,1,-4,100.199805,6,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
11,2,-22,-1,55,1,6,1,-4,100.199805,6,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster8
