77490,5,44440,102103104105.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-141410,6,646460,-1106110610.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117770,6,664440,-111070,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,3,440,1081090,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2,44,0,10,1,777,3,444,110109111,10,1,777,3,444,110109111,10,1,70,2,40,1120,10,0,0,0,0,0,0,0
-4170,4,4640,-10611130,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,3,440,1140,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,3,440,1140,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,3,-778,-111,11,1,5114,4,-4994,-10511115,6,1,770,3,440,1161170,10,0,0,0,0,0,0,0,0,0,0,0,0,0
5570,4,4440,10610910,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2111117,7,10767314,-111111118,7,1,7777,4,4444,110108109,6,1,70,2,40,1090,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1777700,7,6444400,-110711900,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,-4117,4,4314,-12011121,6,2,-777417,6,444464,-122123124125.01126,6,3,70,2,40,1270,6,2,1770,4,6440,-11281290,7,1,7,1,4,121
777,3,444,130,6,1,-414170,6,464640,-10611061131.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,-12,-1,7,1,577,3,444,108108121,6,2,77777700,8,44444400,110121108127.0,6,1,77777770,8,44444440,131110121110.0,10,2,770,3,440,1321160,6,1
15,2,-134,-1108,7,3,7770,4,4440,1331211340.0,6,2,7777,4,4444,135121134,6,2,777700,6,444400,1331271340.0,6,1,777770,6,444440,128135121134.0,10,1
7777,4,4444,136137138,14,1,51170,5,46640,-105111310,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,3,444,136139,15,1,51170,5,46640,-105111310,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7777,4,4444,136137138,14,1,51170,5,46640,-105111310,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,4,0,6,1,6,1,6,2,1,1,-14,-1,7,2,6,3,-11110,5,66400,-11110,16,2,7777700,7,4444400,133104117134.0,6,1
7,2,11,2,-34,-11,7,2,77,2,44,135,6,3,-777017701.0,10,44401144015.0,-10401133142.01,6,2,70,2,40,1330,13,1,17,2,114,-1117
5,1,-4,108,6,3,70,2,40,1440,6,2,70,2,40,1450,6,1,77,2,44,0,10,1,10,3,7,1,4,232
57,2,44,108140,6,2,77770,5,44440,1431241400.0,6,1,77777770,8,44444440,143111143111131.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
7770,4,4440,1471480,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7720,4,44160,-20210,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,-74,-1108,5,3,-772177,6,4410244,-21012111103233.0,6,3,770,3,440,1552130,6,2,77777090,9,44444040,1561270157.0,6,1,77777700,8,44444400,1561311160.0,10,0
15,2,-74,-1108,5,3,7770,4,4440,1991212120.0,6,2,77777700,9,44444400,1581271590.0,6,1,77777700,8,44444400,1581311160.0,10,0,0,0,0,0,0,0
15,2,-74,-1108,5,3,770,3,440,1081210,6,2,77777770,9,44444440,110121210127.0,6,2,-2177,4,10244,-11103233,6,2,770,3,440,1552130,6,1
15,2,-74,-1108,5,3,770,3,440,1081210,6,2,777770,6,444440,1101211990.0,6,2,77700,5,44400,12721200,6,1,777770,6,444440,1101210,10,1
770,3,440,1601610,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,3,440,1621610,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
